"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/download lists whatever strangers upload, so hardcoded filenames rot.
    Fix: OWN the data — upload a uniquely named file, then download that exact file.
    (tmp_path is a pytest built-in fixture: a fresh temp folder per test.)","883","test_upload_then_download_roundtrip[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","187","test_inventory_inaccessible_after_wrong_login_direct_url[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","81","test_checkout_accepts_200_character_values[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","45","test_sort_options[chromium-hilo]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","113","test_each_product_can_be_added[chromium-sauce-labs-onesie-Sauce Labs Onesie]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","1129","test_logout_blocks_direct_inventory_access[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","95","test_checkout_form_requires_all_fields[chromium-Solid--00001-Error: Last Name is required]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","85","test_checkout_accepts_unicode_values[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","510","test_checkout_happy_path[chromium-sauce-labs-bolt-t-shirt]","tests.ui","2026-09-10","passed","2026-09-10","","test_e2e_swag_labs","",""
"","134","test_checkout_with_different_customers[chromium-Grace-Hopper-12345]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","116","test_inventory_inaccessible_without_login_redirects_to_login[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","719","test_fill_and_press[chromium-invaliduser-SuperSecretPassword!-Your username is invalid!]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","88","test_login_fails[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","119","test_each_product_can_be_added[chromium-sauce-labs-backpack-Sauce Labs Backpack]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","138","test_checkout_with_different_customers[chromium-Ada-Lovelace-SW1A 1AA]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","24","test_sort_dropdown_count[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","178","test_remove_one_item_from_cart[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","1017","test_logout_returns_to_login_screen[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","607","test_checkboxes[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","501","test_dropdown[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","41","test_sort_options[chromium-az]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","90","test_cart_page_loads[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","297","test_ping","tests.api","2026-09-10","passed","2026-09-10","","test_auth","",""
"","141","test_checkout_with_different_customers[chromium-Alan-Turing-M1 1AE]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","109","test_each_product_can_be_added[chromium-sauce-labs-bolt-t-shirt-Sauce Labs Bolt T-Shirt]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","718","test_fill_and_press[chromium-johndoe-password123-Your username is invalid!]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","138","test_checkout_happy[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","226","test_remove_item_updates_cart_badge[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","56","test_back_home_after_order[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","553","test_hovers[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","77","test_checkout_form_requires_all_fields[chromium--Snake-00001-Error: First Name is required]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"The partial change — PATCH sends ONLY what moves.","138","test_patch_changes_only_the_firstname","tests.api","2026-09-10","passed","2026-09-10","","test_update_booking","",""
"","78","test_checkout_empty_first_name_shows_its_own_error[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","69","test_create_without_field","tests.api","2026-09-10","passed","2026-09-10","","test_create_booking","",""
"","244","test_add_three_items_and_remove_one[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","544","test_context_menu[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","219","test_remove_both_items_by_chaining[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","527","test_checkout_happy_path[chromium-sauce-labs-onesie]","tests.ui","2026-09-10","passed","2026-09-10","","test_e2e_swag_labs","",""
"","1750","test_form[chromium-Wei-Chen-weichen@outlook.com]","tests.ui","2026-09-10","passed","2026-09-10","","test_demoqa","",""
"","79","test_checkout_empty_first_and_last_name_shows_first_name_error[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","136","test_put_replaces_the_whole_booking","tests.api","2026-09-10","passed","2026-09-10","","test_update_booking","",""
"","1348","test_hidden_ad[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","727","test_fill_and_press[chromium-tomsmith-SuperSecretPassword!-Welcome to the Secure Area. When you are done click logout below.]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","135","test_booking_appearing_in_ids","tests.api","2026-09-10","passed","2026-09-10","","test_read_booking","",""
"","112","test_login_successful[chromium-standard_user]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","117","test_login_fails[chromium-locked_out_user-secret_sauce-Epic sadface: Sorry, this user has been locked out.]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","105","test_inventory_inaccessible_after_wrong_login_redirect[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","138","test_deleted_booking_is_gone","tests.api","2026-09-10","passed","2026-09-10","","test_delete_booking","",""
"","122","test_checkout_with_different_customers[chromium-Solid-Snake-00001]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","103","test_checkout_overview_subtotal[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","1552","test_form[chromium-Jane-Doe-janedoe@gmail.com]","tests.ui","2026-09-10","passed","2026-09-10","","test_demoqa","",""
"","129","test_login_successful[chromium-visual_user]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","688","test_fill_and_press[chromium-tomsmith-wrongpassword-Your password is invalid!]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
