"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","159","test_checkout_with_different_customers[chromium-Ada-Lovelace-SW1A 1AA]","tests.ui","2026-09-03","passed","2026-09-03","","test_checkout","",""
"","184","test_each_product_can_be_added[chromium-sauce-labs-bike-light-Sauce Labs Bike Light]","tests.ui","2026-09-03","passed","2026-09-03","","test_cart","",""
"","7","test_created_booking_reads_back","tests.api","2026-09-03","passed","2026-09-03","","test_read_booking","",""
"","166","test_login_successful[chromium-visual_user]","tests.ui","2026-09-03","passed","2026-09-03","","test_login_page","",""
"","522","test_playwright_is_working[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_setup","",""
"","2425","test_form[chromium-John-Smith-johnsmith@gmail.com]","tests.ui","2026-09-03","passed","2026-09-03","","test_demoqa","",""
"","10","test_put_replaces_the_whole_booking","tests.api","2026-09-03","passed","2026-09-03","","test_update_booking","",""
"","5","test_update_without_token_403","tests.api","2026-09-03","passed","2026-09-03","","test_update_booking","",""
"","2386","test_form[chromium-Maria-Garcia-mariagarcia@yahoo.com]","tests.ui","2026-09-03","passed","2026-09-03","","test_demoqa","",""
"","177","test_each_product_can_be_added[chromium-sauce-labs-backpack-Sauce Labs Backpack]","tests.ui","2026-09-03","passed","2026-09-03","","test_cart","",""
"","681","test_checkout_happy_path[chromium-sauce-labs-fleece-jacket]","tests.ui","2026-09-03","passed","2026-09-03","","test_e2e_swag_labs","",""
"","1011","test_fill_and_press[chromium-johndoe-password123-Your username is invalid!]","tests.ui","2026-09-03","passed","2026-09-03","","test_internet","",""
"","124","test_login_fails[chromium-not_a_user-Epic sadface: Username and password do not match any user in this service]","tests.ui","2026-09-03","passed","2026-09-03","","test_login_page","",""
"","285","test_remove_both_items_by_chaining[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_cart","",""
"","699","test_checkout_happy_path[chromium-sauce-labs-backpack]","tests.ui","2026-09-03","passed","2026-09-03","","test_e2e_swag_labs","",""
"","76","test_sort_options[chromium-za]","tests.ui","2026-09-03","passed","2026-09-03","","test_inventory","",""
"","159","test_checkout_with_different_customers[chromium-Alan-Turing-M1 1AE]","tests.ui","2026-09-03","passed","2026-09-03","","test_checkout","",""
"","1003","test_fill_and_press[chromium-tomsmith-SuperSecretPassword-Your password is invalid!]","tests.ui","2026-09-03","passed","2026-09-03","","test_internet","",""
"","44","test_sort_dropdown_visible[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_inventory","",""
"","38","test_login_credentials[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_login_page","",""
"","118","test_checkout_form_requires_all_fields[chromium-Solid--00001-Error: Last Name is required]","tests.ui","2026-09-03","passed","2026-09-03","","test_checkout","",""
"","121","test_checkout_form_requires_all_fields[chromium--Snake-00001-Error: First Name is required]","tests.ui","2026-09-03","passed","2026-09-03","","test_checkout","",""
"","676","test_checkout_happy_path[chromium-sauce-labs-bike-light]","tests.ui","2026-09-03","passed","2026-09-03","","test_e2e_swag_labs","",""
"","177","test_each_product_can_be_added[chromium-sauce-labs-onesie-Sauce Labs Onesie]","tests.ui","2026-09-03","passed","2026-09-03","","test_cart","",""
"","294","test_remove_one_item_from_cart[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_cart","",""
"","158","test_checkout_with_different_customers[chromium-Solid-Snake-00001]","tests.ui","2026-09-03","passed","2026-09-03","","test_checkout","",""
"","134","test_login_fails[chromium-locked_out_user-Epic sadface: Sorry, this user has been locked out.]","tests.ui","2026-09-03","passed","2026-09-03","","test_login_page","",""
"","1590","test_hidden_ad[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_internet","",""
"","173","test_each_product_can_be_added[chromium-sauce-labs-bolt-t-shirt-Sauce Labs Bolt T-Shirt]","tests.ui","2026-09-03","passed","2026-09-03","","test_cart","",""
"","11","test_deleted_booking_is_gone","tests.api","2026-09-03","passed","2026-09-03","","test_delete_booking","",""
"","666","test_checkout_happy_path[chromium-sauce-labs-onesie]","tests.ui","2026-09-03","passed","2026-09-03","","test_e2e_swag_labs","",""
"The partial change — PATCH sends ONLY what moves.","10","test_patch_changes_only_the_firstname","tests.api","2026-09-03","passed","2026-09-03","","test_update_booking","",""
"","425","test_example_2[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_login","",""
"Every verb of the block, one readable story. The interview classic.","30","test_full_booking_lifecycle","tests.api","2026-09-03","passed","2026-09-03","","test_delete_booking","",""
"","1022","test_fill_and_press[chromium-tomsmith-wrongpassword-Your password is invalid!]","tests.ui","2026-09-03","passed","2026-09-03","","test_internet","",""
