"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2147","test_form[chromium-Wei-Chen-weichen@outlook.com]","tests.ui","2026-09-03","passed","2026-09-03","","test_demoqa","",""
"","5","test_update_without_token_403","tests.api","2026-09-03","passed","2026-09-03","","test_update_booking","",""
"","2169","test_form[chromium-Maria-Garcia-mariagarcia@yahoo.com]","tests.ui","2026-09-03","passed","2026-09-03","","test_demoqa","",""
"","701","test_checkout_happy_path[chromium-sauce-labs-bolt-t-shirt]","tests.ui","2026-09-03","passed","2026-09-03","","test_e2e_swag_labs","",""
"/download lists whatever strangers upload, so hardcoded filenames rot.
    Fix: OWN the data — upload a uniquely named file, then download that exact file.
    (tmp_path is a pytest built-in fixture: a fresh temp folder per test.)","669","test_upload_then_download_roundtrip[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_internet","",""
"","181","test_login_successful_one[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_login_page","",""
"","158","test_checkout_with_different_customers[chromium-Solid-Snake-00001]","tests.ui","2026-09-03","passed","2026-09-03","","test_checkout","",""
"","669","test_checkout_happy_path[chromium-sauce-labs-fleece-jacket]","tests.ui","2026-09-03","passed","2026-09-03","","test_e2e_swag_labs","",""
"","6","test_create_without_field","tests.api","2026-09-03","passed","2026-09-03","","test_create_booking","",""
"","157","test_checkout_happy[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_checkout","",""
"","229","test_opens_the_shop[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_first","",""
"","42","test_get_token","tests.api","2026-09-03","passed","2026-09-03","","test_auth","",""
"","145","test_each_product_can_be_added[chromium-sauce-labs-bolt-t-shirt-Sauce Labs Bolt T-Shirt]","tests.ui","2026-09-03","passed","2026-09-03","","test_cart","",""
"","501","test_click_action[chromium]","tests.ui","2026-09-03","passed","2026-09-03","","test_internet","",""
